run,event_number,shower_start_sf,sum_hit_density_w_sf,sum_qdc_sf,max_qdc_per_sf_plane,n_hits_sf,max_n_hits_per_sf_plane
6246,74629783,3,718,49.75000020861626,29.580000199377537,57,20
6246,74837510,1,355,70.79999998770654,26.16999988630414,45,19
6246,77028412,1,816,-0.09000071696937084,6.6299999468028545,49,22
6246,94311976,-1,195,30.309998765587807,8.949999928474426,32,9
6246,103527777,-1,393,64.55999982357025,25.029999502003193,38,13
6246,104746704,-1,187,35.15999989211559,15.639999806880951,36,10
6246,107775941,-1,375,74.92000041715801,28.120000295341015,38,12
6250,4649171,1,549,7.299999289214611,13.700000077486038,42,11
6250,13565648,-1,507,79.30999964103103,65.37000052630901,51,22
6250,16011348,-1,348,57.39000018686056,18.909999936819077,38,13
6250,18658425,-1,244,48.749999759718776,32.68999965488911,34,9
6250,23512230,-1,162,40.969999738037586,14.450000047683716,32,9
6250,24557793,-1,291,59.849999725818634,20.98999960720539,42,13
6250,25671059,2,484,5.539999041706324,9.849999845027924,45,16
6250,26014037,-1,250,55.329999785870314,22.359999794512987,39,12
6250,27573779,3,600,66.94000051543117,22.100000128149986,64,19
6250,29744961,-1,387,51.91000010073185,35.280000284314156,43,17
6250,30702829,3,425,42.90000036358833,24.910000145435333,39,13
6250,31155715,-1,618,58.789999298751354,26.640000380575657,60,21
6250,41623760,-1,232,17.090000584721565,13.360000222921371,32,9
6250,46574597,4,458,61.850000858306885,36.0200002156198,44,14
6250,46639392,4,651,97.8199997600168,52.669999999925494,52,20
6252,4369433,-1,119,63.48000033199787,28.270000219345093,25,6
6252,7120405,-1,208,34.49000036716461,14.270000547170639,32,11
6252,13787415,-1,572,37.999999769032,17.529999585822225,59,28
6252,15764866,-1,421,63.1799997612834,31.62000023946166,44,16
6252,17630530,4,382,56.399999633431435,33.129999697208405,47,18
6252,21544081,-1,220,31.229999473318458,32.53999966196716,42,14
6252,24006307,-1,166,16.450000550597906,16.899999856948853,36,12
6252,24218827,-1,151,43.94999971985817,13.459999740123749,29,7
6252,26739078,-1,208,43.04000011086464,21.33999991416931,29,8
6252,31513816,1,448,73.58000023290515,21.130000233650208,42,15
6252,35458501,-1,221,59.11000005714595,19.050000075250864,33,10
6252,36679046,-1,267,66.35999992117286,26.530000675469637,39,11
6252,37315145,3,975,26.940000927075744,24.12999963387847,54,27
6252,38157814,5,1090,106.66000112146139,39.72000082582235,68,34
6252,40681306,2,331,25.70999998599291,19.00000000745058,38,14
6252,41386962,-1,177,67.88000049069524,15.970000147819519,33,10
6252,52462311,-1,313,18.19000032916665,12.749999970197678,40,14
6252,56481936,1,2114,24.629999577999115,31.029999889433384,92,39
6252,57250523,5,609,67.6299991235137,31.52000004798174,51,18
6252,58106771,1,1137,4.1000010054558516,32.10000036470592,68,29
6252,59052038,-1,311,-21.13000075891614,3.3399999141693115,40,13
6252,61080315,-1,262,-0.5599997639656067,12.239999443292618,39,9
6252,62841836,1,566,78.85000104643404,41.71000015735626,52,26
6252,63290295,-1,431,41.0799999833107,17.61000019311905,41,17
6252,78684324,1,2448,48.55999957583845,32.30999985896051,73,47
6252,83507891,1,979,67.89000061154366,23.10000042617321,75,29
6252,86584522,-1,357,30.32999957166612,19.87999957613647,38,16
6252,87664244,-1,247,64.61999950744212,15.519999975338578,36,11
6252,95396228,-1,175,47.64999979361892,17.65000008046627,31,7
6252,101175138,-1,510,-7.070000698789954,8.119999662041664,50,21
6252,102193437,5,435,24.819999858736992,9.300000052899122,47,14
6252,105398584,-1,124,-8.409999182447791,10.42000025510788,29,10
6252,108428449,-1,308,68.16000121086836,25.640000104904175,44,13
6252,108865904,5,680,44.6499994546175,22.56999981403351,46,23
6252,109786182,-1,442,40.110000140964985,20.270000100135803,44,22
6252,111159536,3,976,98.98000007867813,53.620000042021275,49,24
6252,112532102,-1,330,27.29000061005354,14.500000350177288,44,17
6252,112960559,-1,258,39.32000046223402,14.740000113844872,42,19
6252,116383904,-1,537,54.22999946027994,13.319999814033508,52,19
6252,118951492,-1,176,46.45000000298023,15.070000037550926,31,9
6252,125323991,1,528,41.670000491663814,13.93000003695488,44,20
6252,127863222,-1,322,35.759999353438616,17.40999997034669,53,14
6252,129235159,-1,413,-9.289999473839998,9.5900001488626,44,23
6252,129627465,5,472,89.90000043809414,32.39000014960766,42,15
6252,133901250,3,484,71.51999897137284,33.68999943509698,48,15
6252,134165781,1,1191,-23.629999842494726,7.440000057220459,75,29
6252,136480113,-1,555,67.93000061996281,44.180000215768814,56,24
6252,138752762,1,776,58.20000024326146,28.619999522343278,63,25
6252,139009884,-1,161,28.769999332726,11.510000046342611,28,9
6252,140455529,-1,167,35.98000081628561,13.71000024676323,29,9
6252,141799369,-1,445,50.860000282526016,16.8299999833107,48,14
6252,145885203,1,535,11.28999943099916,13.999999850988388,43,17
6252,150072837,-1,255,-0.7300001196563244,10.209999829530716,34,12
6252,154279662,-1,239,25.089998964220285,11.15999960899353,40,10
6252,158450691,-1,257,46.57000022754073,17.34000015258789,38,14
6252,158990557,-1,342,62.179999232292175,30.319999292492867,35,13
6252,161414027,-1,150,37.13999994844198,20.400000035762787,32,10
6252,162303528,-1,271,66.04000105708838,19.43000040948391,33,13
6264,1292125,-1,206,63.55000099912286,20.210000179708004,32,8
6264,3786292,3,327,36.07000048086047,25.270000429823995,34,14
6264,6028133,-1,178,15.929999789223075,9.849999830126762,32,9
6264,6607033,4,366,50.73000001348555,14.980000112205744,42,20
6264,8535480,-1,283,50.66999964416027,24.879999577999115,33,11
6264,21009096,-1,269,23.570000912994146,17.58000011742115,40,11
6264,23727509,-1,228,49.25999973714352,18.660000443458557,35,10
6264,27411956,4,528,31.990001261234283,18.220000386238098,45,20
6264,28094171,5,299,41.009999603033066,24.429999887943268,46,17
6264,40741626,2,737,90.32999943196774,57.07999908551574,58,22
6264,41165242,1,291,37.92999990284443,16.860000044107437,38,15
6264,48770716,5,433,57.10000146180391,34.45000058412552,44,21
6264,51453266,-1,262,26.550000440329313,14.950000166893005,38,16
6264,58512076,3,470,54.60999902524054,34.04999983496964,54,24
6264,59571811,3,519,43.930000299587846,29.490000307559967,51,16
6264,62544721,-1,472,43.08999998494983,23.03999987244606,51,20
6264,66766092,-1,225,57.52000019326806,23.25000010803342,44,15
6264,69274570,-1,243,32.4000006057322,11.67000013589859,28,9
6264,72362232,3,1011,33.69999962486327,31.089999495074153,49,21
6264,76412732,5,386,53.59999926947057,33.99999932013452,40,16
6264,89048258,-1,342,42.550000647082925,12.470000313594937,47,16
6264,89117261,-1,180,31.390000261366367,21.07999974489212,39,13
6264,90314006,4,502,81.50000027380884,34.11999978683889,51,16
6264,100864738,-1,342,6.5999999567866325,8.870000272989273,34,9
6264,102772710,-1,256,40.310000294819474,18.85999997332692,36,11
6264,106472255,-1,261,39.780000407248735,12.190000038594007,39,11
6264,116671489,3,408,12.27000099606812,6.730000257492065,39,17
6264,117372021,-1,168,33.360000155866146,8.59999979659915,38,11
6264,120041009,-1,190,36.1400001347065,18.87999987602234,33,11
6264,128640327,-1,610,56.08999950811267,19.300000488758087,53,17
6264,130998179,-1,156,78.72999969124794,32.46000024676323,31,9
6264,131416403,-1,591,62.349999433383346,30.100000089034438,49,24
6264,134429173,-1,233,19.700000621378422,13.510000042617321,34,10
6264,136049979,1,501,91.14999888278544,47.15999907255173,49,19
6264,138470858,5,312,58.39000056497753,30.310000032186508,40,15
6264,140664903,-1,322,14.140000775456429,9.320000097155571,44,15
6264,143348493,-1,262,46.22999910265207,22.719999879598618,40,14
6264,146088305,4,441,0.9200006015598774,9.950000070035458,45,15
6264,148344223,-1,471,57.88999975845218,19.329999715089798,56,26
6264,148647152,4,1083,65.99000059068203,17.02999983727932,70,31
6264,150302137,-1,174,21.14999930560589,13.709999687969685,33,11
6264,163863851,-1,500,35.909999925643206,15.559999793767929,48,14
6264,166229953,-1,169,40.34000043198466,11.839999943971634,31,11
6264,167947241,-1,370,22.31999940238893,9.039999833330512,40,15
6264,172853880,-1,222,34.47999954596162,12.659999832510948,36,12
6264,175484788,3,1044,74.6600004658103,47.82999972999096,63,31
6264,179864959,-1,159,47.209999561309814,25.209999665617943,32,9
6264,181254958,-1,106,15.99999962002039,9.90999984741211,28,7
6264,182825663,2,377,85.64999925345182,31.7099996432662,43,18
6264,184220578,1,1215,145.73000032827258,74.93000010028481,69,30
6286,1513633,4,618,34.12000062316656,23.129999751225114,61,19
6286,1761231,4,420,61.949999472126365,23.46999979019165,44,13
6286,4240383,-1,316,62.69000032171607,30.87000010162592,41,13
6286,18578195,-1,244,62.64999944716692,20.43000018596649,35,12
6286,18594595,-1,166,66.53000010550022,28.82999987900257,29,9
6286,19075406,-1,174,72.9200000539422,17.679999947547913,32,11
6286,19973577,-1,266,62.55999922379851,20.57999999821186,30,11
6286,20004062,-1,226,23.27000032365322,10.5,37,8
6286,20368507,5,753,28.080000177025795,18.68000017106533,54,23
6286,24203269,-1,206,27.410000428557396,13.870000012218952,43,19
6286,27774114,5,575,53.5000010933727,23.40000021457672,59,18
6286,33418153,-1,171,22.490000834688544,13.950000524520874,38,11
6286,34316411,-1,394,6.659999918192625,15.799999713897705,50,16
6286,54147118,-1,188,19.829999709501863,13.759999634698033,30,8
6286,59984060,-1,272,66.57000014185905,17.070000186562538,33,9
6286,60963178,4,392,39.98999983817339,30.829999811947346,50,24
6286,71124465,-1,183,23.43000040948391,22.150000229477882,32,9
6286,73833036,4,470,59.4400002527982,19.299999656155705,50,21
6286,74875936,3,719,52.05999966338277,32.01999982818961,46,17
6286,75643230,-1,187,11.139999715611339,14.359999895095825,31,9
6286,75962305,-1,445,14.120000675320625,14.310000207275152,56,23
6286,75988917,2,1181,51.35000056959689,22.19000007584691,61,33
6286,76697202,-1,444,18.59999917820096,13.669999830424786,51,18
6286,78395378,-1,256,7.5300000831484795,7.480000112205744,39,16
6286,91900616,-1,173,19.04000060632825,13.98000018671155,33,12
6286,100987766,1,598,94.71999830007553,31.209999725222588,52,17
6286,104299407,-1,127,40.03999970108271,15.290000200271606,30,10
6286,105131734,-1,236,10.480000387877226,16.820000037550926,36,10
6286,106120231,3,1312,21.56000041216612,8.789999783039093,69,27
6286,114403322,-1,198,21.919999435544014,16.039999932050705,34,11
6286,115916255,5,686,25.409999379888177,21.519999489188194,50,23
6286,116541848,5,595,-7.4399995021522045,15.290000095963478,54,21
6286,120367293,-1,240,51.61000001244247,24.81999996304512,38,13
6286,127004614,2,608,42.299999855458736,37.96999993175268,54,21
6286,129956526,3,539,47.16000025719404,44.61999995261431,58,17
6286,134843273,4,468,70.52999924123287,21.31999959051609,51,17
6286,142345928,-1,130,57.63000002130866,28.9499993622303,31,8
6286,145047098,5,470,22.41000030003488,17.740000078454614,40,18
6286,146057056,-1,223,30.4600001424551,20.409999907016754,32,11
6286,150836897,4,768,38.51999998651445,24.50000016950071,46,20
6286,150973642,4,749,51.909999661147594,26.97000028192997,69,22
6286,160317681,-1,326,0.10000078938901424,15.350000351667404,42,15
6286,164709403,-1,344,20.209999760612845,11.159999698400497,38,12
6286,170432271,4,472,65.60000051930547,17.82000044733286,50,18
6286,170690669,-1,178,20.579999648034573,13.909999620169401,38,9
6286,170932231,-1,224,29.150000661611557,16.569999873638153,36,10
6577,8791795,3,674,23.270000483840704,11.47999994456768,40,20
6577,9904166,1,600,32.700001396238804,19.02000053972006,52,20
6577,15695547,-1,433,46.91000074893236,17.71000049635768,49,19
6577,22139484,-1,144,12.830000393092632,9.749999910593033,28,8
6577,24271599,-1,138,22.74999963492155,7.669999998062849,33,9
6577,27502936,-1,165,42.02000078372657,15.110000394284725,31,10
6577,30192442,-1,504,78.4700013846159,28.870000451803207,50,18
6577,30371740,-1,393,62.53000002168119,21.57999984920025,36,12
6577,30518141,-1,325,78.74999909847975,23.739999562501907,43,18
6577,31959919,-1,478,29.86999987065792,11.629999995231628,47,23
6577,41304888,-1,384,75.04000013321638,31.709999591112137,37,15
6577,45553457,-1,111,60.54000011831522,16.22999995946884,28,8
6577,50275106,2,376,34.28000049106777,15.390000216662884,46,19
6577,51755406,-1,354,37.0200009457767,27.64000029116869,37,14
6577,58034363,-1,456,44.249999925494194,25.269999884068966,44,16
6577,58905366,-1,208,27.00999996997416,8.040000069886446,33,9
6577,70609567,-1,185,52.390000680461526,29.180000096559525,33,10
6577,80681654,-1,359,29.889999359846115,19.160000063478947,47,14
6577,90020494,-1,183,57.08999977260828,24.149999916553497,33,10
6577,94419439,-1,382,36.749999890103936,21.230000043287873,35,12
6577,103827056,-1,397,26.909999625757337,14.949999937787652,39,11
6577,109361112,-1,117,43.9000001847744,15.449999988079071,30,7
6577,119308457,-1,259,41.98999951034784,16.059999525547028,32,8
6577,127832557,3,423,-6.0000001303851604,9.120000053197145,49,24
6577,136077070,-1,249,56.879999907687306,25.919999599456787,36,11
6577,141188837,-1,204,45.96999995596707,20.929999850690365,35,11
6577,141366227,-1,333,35.259999975562096,20.850000619888306,46,16
6577,146090189,5,730,18.599999465048313,25.83999952301383,54,19
6577,153855220,1,677,30.63000068999827,15.540000513195992,58,27
6577,155007952,5,1528,-17.02999996766448,17.35999995470047,72,33
6577,157469647,-1,293,21.51000033505261,15.339999675750732,32,10
6577,164094929,-1,654,11.900001302361488,6.350000113248825,65,31
6577,168348658,-1,433,34.63000020943582,23.319999936968088,53,20
6577,169600450,-1,301,52.01999943703413,34.139999866485596,33,11
6577,172882985,-1,351,58.06000158376992,33.98000045120716,44,13
6577,175272904,-1,183,49.650000320747495,26.72999995201826,37,12
6577,178556837,4,1189,112.76000234857202,63.11000124365091,51,29
6577,180082508,5,459,33.29999974370003,12.990000128746033,48,18
6577,193883994,-1,234,56.47999966144562,24.179999947547913,40,12
6577,200076306,4,855,102.68000004813075,55.58999978005886,55,27
6577,201464293,-1,120,59.01999977231026,20.480000019073486,30,8
6577,204311373,-1,253,53.07999914698303,24.22999981045723,36,11
6577,217912325,-1,561,-14.110000971704721,11.590000078082085,48,20
6577,221785728,-1,191,36.19000032171607,15.819999739527702,29,10
6577,224034152,-1,331,37.15999979712069,17.429999709129333,42,14
6577,224981036,-1,406,11.27000006660819,12.22999968379736,39,12
6577,227341618,-1,247,84.01000002771616,22.709999963641167,40,16
6577,228116759,-1,325,53.99000081419945,16.159999907016754,35,11
6577,232854306,2,452,48.539999194443226,17.009999841451645,38,15
6577,233502803,-1,180,24.78000006824732,14.590000174939632,32,11
6577,235689804,5,579,49.43999979458749,26.560000509023666,48,19
6577,241856850,-1,497,5.569998845458031,16.51999980211258,57,22
6577,267721695,3,1317,-4.6899986974895,44.030000537633896,92,38
6577,269107191,-1,476,-19.180000135675073,14.090000033378601,57,21
6577,276054131,3,709,71.28999915532768,24.079999461770058,57,26
6577,277257589,-1,386,-2.0199994184076786,17.240000292658806,47,17
6577,281174935,-1,550,61.39999878779054,17.14999930560589,61,21
6577,282209515,1,1492,31.9199991915375,18.369998881593347,82,36
6577,283964367,-1,217,49.49000007659197,18.810000002384186,32,9
6593,2892085,-1,238,71.24000000953674,18.700000390410423,32,10
6593,21478748,2,644,68.63000090420246,19.61000034213066,51,25
6593,24745839,-1,557,-20.17999889701605,8.840000063180923,55,16
6593,26057631,1,462,34.79999941959977,16.74999995343387,43,16
6593,28103552,4,670,24.430000009015203,9.339999670162797,58,28
6593,40865708,-1,266,26.39000041782856,14.320000365376472,37,11
6593,45058207,-1,383,69.55000050365925,19.040000557899475,49,18
6593,46445746,-1,438,75.97000066004694,23.55000039935112,48,14
6593,46924855,2,1078,-20.01999947614968,10.41000010818243,61,37
6593,56958337,-1,343,39.53000133857131,15.070000410079956,40,15
6593,58388733,-1,431,15.670000314712524,13.739999800920486,47,19
6593,61273489,1,4424,55.1699993647635,62.16999847814441,126,52
6593,67166790,-1,508,47.46999973990023,22.52000013180077,51,15
6593,69052228,-1,327,24.669999927282333,12.929999724030495,37,10
6593,76499719,-1,212,65.00000036135316,25.250000283122063,37,12
6593,76750731,-1,328,62.63999998755753,26.74000009894371,38,14
6593,77668722,-1,171,-0.039999864995479584,9.280000161379576,37,14
6593,77910907,-1,355,16.93999969214201,13.839999750256538,51,18
6593,87555164,-1,271,77.61999917030334,19.44999973475933,38,12
6593,97323252,4,1079,28.780000349506736,12.439999721944332,71,26
6593,104040800,5,295,27.26999987103045,28.140000388026237,42,14
6593,104532312,-1,284,20.740000672638416,8.220000207424164,40,12
6593,104771956,-1,374,46.530000030994415,17.789999827742577,47,14
6593,106740293,3,361,52.670000579208136,21.000000305473804,43,18
6593,108991887,1,497,39.96999971754849,18.250000044703484,44,18
6593,115216840,1,2192,22.37999943457544,27.740000016987324,86,41
6593,121927730,5,703,-14.749999191612005,5.9400001764297485,55,22
6593,128653719,4,561,20.380000215023756,22.430000096559525,56,31
6593,132553758,-1,323,74.75000005587935,20.5,43,12
6593,133577022,-1,229,48.80999982357025,17.300000187009573,35,9
6593,136638216,-1,386,46.80999975837767,20.649999618530273,46,15
6593,144100419,1,826,40.89000014960766,21.830000299960375,58,21
6593,149871323,-1,236,77.93000076897442,23.99000008404255,38,11
6593,153284976,2,524,60.13999926112592,26.10999995470047,50,18
6593,162255346,-1,548,59.70000008121133,19.110000051558018,50,20
6593,162436764,-1,396,48.81000079587102,29.520000226795673,47,17
6593,166321170,5,850,20.74000084772706,16.740000069141388,61,35
6593,168319634,-1,201,47.350000113248825,25.40000008046627,43,12
6593,171595337,1,652,83.71999937668443,60.90999950841069,48,24
6593,174035004,5,350,63.72999942302704,20.460000067949295,38,11
6593,174253376,-1,161,40.95999986305833,14.740000281482935,31,8
6593,181910934,3,577,35.80999980121851,14.320000315085053,46,21
6593,182819849,-1,184,35.80999989062548,15.919999964535236,32,10
6593,186133132,-1,166,43.05000092834234,15.249999940395355,33,11
6593,188933902,-1,315,29.21000027656555,18.720000326633453,34,13
6593,192601616,-1,245,58.27000007033348,27.82000009715557,32,11
6593,192877965,-1,391,32.99000012688339,14.160000253468752,47,14
6593,194194372,-1,130,26.820000655949116,9.850000031292439,27,8
6593,203185897,1,409,66.76999977603555,36.710000187158585,49,17
6593,206253794,4,490,65.30999936163425,24.349999964237213,40,18
6593,208103905,-1,307,67.89000029489398,24.359999895095825,38,14
6593,210763125,-1,741,42.509999826550484,20.309999741613865,54,24
6593,215174675,1,688,-14.350000055506825,11.090000182390213,53,26
6593,216882154,-1,785,33.5499983150512,20.439999148249626,60,22
6593,221897976,3,481,49.8099994212389,24.369999796152115,48,16
6593,228449308,-1,163,27.40000014938414,16.790000021457672,35,8
6593,237223968,-1,198,48.36000061780214,26.70000034570694,34,11
6593,239633316,-1,189,7.830000611022115,9.530000060796738,30,9
6593,247753726,-1,385,54.479998514056206,39.009999349713326,50,14
6593,261194135,-1,153,80.66000029072165,27.20000010728836,37,9
6593,263799458,1,1029,14.390000745654106,18.220000341534615,58,26
6593,263937343,-1,153,29.899999726563692,10.759999874979258,29,10
6593,266208685,1,613,0.4200006555765867,6.230000168085098,58,21
6593,276951672,-1,208,65.8899997714907,19.699999809265137,33,10
6593,284995745,1,872,2.499999888241291,16.860000163316727,69,18
6593,292857281,-1,214,27.929999373853207,14.139999836683273,29,10
6640,4611374,1,568,47.98999944701791,22.879999976605177,54,21
6640,9771342,-1,757,54.629998832941055,32.909999549388885,49,20
6640,19607659,-1,255,26.050000455230474,11.560000192373991,37,9
6640,26919226,3,465,37.72999984771013,9.980000052601099,49,27
6640,34929307,-1,603,30.740000184625387,22.80000039935112,47,16
6640,35547145,3,773,12.770000694319606,29.7099998742342,73,26
6640,49321027,-1,418,32.32999988645315,11.429999858140945,41,16
6640,52432412,-1,306,2.300000127404928,17.029999881982803,40,14
6640,52476304,-1,432,68.35000082291663,40.400000512599945,44,16
6640,61785031,-1,270,73.33999946340919,42.680000111460686,37,11
6640,66591491,-1,284,35.48000044003129,12.260000016540289,39,15
6640,70556208,-1,175,14.97000023163855,10.340000033378601,34,8
6640,71633702,5,611,40.630001021549106,15.820000678300858,51,15
6640,72663359,-1,315,45.13000163063407,22.640000224113464,40,11
6640,74222812,-1,348,57.749998992308974,18.15999986976385,34,10
6640,81631129,1,381,6.210000218823552,9.570000022649765,42,19
6640,83398317,-1,370,44.92000034451485,15.13000001013279,31,12
6640,95955082,3,525,18.70000016503036,24.710000474005938,56,24
6640,98883980,-1,273,36.57000080123544,23.01000065729022,38,14
6640,100787703,1,824,141.3899996113032,70.62000009417534,63,36
6640,103817761,-1,297,42.95999952591956,19.820000298321247,49,20
6640,104948623,-1,405,7.61999973654747,14.280000135302544,48,15
6640,109680713,5,642,31.37000036984682,7.930000066757202,45,15
6640,113056913,-1,258,26.780000180006027,28.479999968782067,37,11
6640,141838864,-1,260,30.200000755488873,18.35000005364418,33,11
6640,145105137,-1,398,59.509999016299844,17.510000057518482,42,14
6640,149609396,-1,387,43.82999957166612,22.49000023305416,42,11
6640,152919556,-1,263,32.209999507293105,22.630000015720725,33,10
6640,156804137,-1,170,43.61999998986721,14.739999756217003,32,8
6640,161285394,4,473,55.430000357329845,20.760000489652157,49,21
6640,171134611,-1,317,91.01000077463686,36.29000037908554,44,15
6640,172495486,-1,423,32.09999959729612,25.00999967753887,49,17
6640,178110245,4,724,71.21999884396791,41.4499997459352,52,24
6640,183939945,1,581,33.200000423938036,13.390000402927399,43,21
6640,185822946,2,853,51.299999579787254,19.160000026226044,63,34
6640,187548063,4,494,46.10999949276447,24.449999660253525,46,13
6640,194534261,-1,300,37.259998831897974,15.519999839365482,44,16
6640,199908550,1,897,87.16999958269298,43.489999970421195,68,34
6640,210901387,4,491,21.629998927935958,8.539999425411224,51,16
6640,214424986,-1,366,52.77999897301197,23.729999750852585,35,12
6640,216919237,-1,200,52.90999897569418,17.94000008702278,36,10
6640,217493056,4,995,58.72000001184642,36.75000014156103,56,30
6640,218230800,4,541,35.51999985612929,14.099999893456697,53,22
6640,218558222,-1,285,47.220000341534615,13.850000232458115,37,10
6640,222311617,-1,148,44.99000038765371,12.8900001142174,31,7
6640,228267411,-1,355,37.559999980032444,23.200000524520874,39,11
6640,229836796,-1,217,34.43000107258558,14.960000157356262,37,14
6640,235736563,1,379,17.8200004696846,14.90000032261014,41,18
6640,237845981,-1,248,7.879999123513699,16.639999754726887,41,14
6640,238270356,2,320,49.74999862536788,16.059999719262123,46,20
6640,247534565,-1,180,40.850000347942114,15.340000241994858,32,8
6640,248130095,-1,227,23.579999653622508,12.06000018119812,34,9
6640,249597177,-1,209,34.75999999046326,16.99000009894371,33,10
6640,256460296,1,950,52.129998590797186,17.15999972820282,79,48
6640,256727545,1,713,111.71999867074192,45.17999953776598,57,29
6640,263577818,-1,274,42.40999956801534,13.439999908208847,36,17
6640,263788541,-1,260,51.60999961569905,28.080000340938568,40,19
6640,263950327,4,733,43.959999457001686,32.45000010728836,60,27
6640,264925202,1,811,64.01999995484948,19.409999933093786,57,17
6640,269010447,-1,202,63.61000036634505,22.329999962821603,34,11
6640,271114761,-1,429,-4.66999975591898,8.129999924451113,38,16
6640,279101354,-1,280,10.969999505206943,12.399999916553497,32,8
6640,281264385,-1,249,83.85000007599592,27.209999971091747,32,11
6640,288122455,2,654,11.05999955907464,7.159999698400497,53,27
6640,293050322,-1,572,34.80999964848161,11.38999979197979,51,22
6640,297930160,-1,218,49.290000189095736,24.989999875426292,38,11
6640,303146709,2,703,38.22000124678016,16.760000452399254,66,22
6640,308996784,-1,777,42.560000732541084,22.219999819993973,55,28
6640,309614890,-1,285,83.95999906025827,31.740000089630485,42,13
6640,327619890,2,693,99.91000004857779,35.57000011205673,64,22
6640,331878688,2,571,-3.650000337511301,9.889999866485596,50,17
6640,332039047,3,776,53.83999934606254,27.309999644756317,63,22
6640,332928073,4,1460,80.8799998126924,45.049999464303255,62,32
6640,335315021,-1,284,51.78000087291002,19.68000002205372,42,15
6640,338121234,-1,214,34.35000063478947,15.280000112950802,28,7
6640,348627887,-1,891,88.67000002227724,40.390000162646174,67,30
6640,351491741,-1,422,18.93000054359436,11.880000114440918,46,14
6640,351967956,-1,515,36.51000105962157,24.96000052616,52,15
6640,359011930,-1,163,-0.280000451952219,5.329999793320894,30,8
6640,363400031,-1,297,48.20000000298023,21.14999982714653,34,9
6663,6032227,-1,296,41.19999948143959,12.4100002348423,34,12
6663,7029448,-1,344,57.779998514801264,19.19999946653843,41,18
6663,12027270,-1,473,99.44000022858381,31.190000295639038,38,10
6663,16657923,-1,440,32.69000149331987,17.85000071488321,48,20
6663,21084195,2,943,-3.599999949336052,17.889999896287918,63,24
6663,23081148,-1,383,49.869999669492245,17.57999937236309,39,16
6663,29188092,-1,117,-0.5899998396635056,6.6099999994039536,29,7
6663,34100805,-1,283,23.19999929703772,15.139999816194177,45,16
6663,38643259,-1,480,79.9799988400191,27.74999970756471,69,20
6663,40530156,-1,473,54.40000032633543,17.87999990582466,54,23
6663,54924576,1,525,37.61000174283981,12.350000500679016,52,16
6663,55758421,5,799,71.43000165186822,49.050000600516796,62,26
6663,56980139,-1,215,40.70000013709068,28.23999986052513,36,11
6663,62996853,5,846,37.500000244006515,22.649999603629112,73,37
6663,64195812,-1,143,17.749999394640326,8.49000009894371,31,9
6663,64683659,-1,284,32.510000543668866,15.23000032454729,33,9
6663,65091790,-1,335,68.94000048190355,42.26000005751848,50,15
6663,76371917,4,337,26.67000005207956,11.149999970570207,35,14
6663,78214307,3,1258,92.75999930500984,43.560000240802765,78,33
6663,83393145,1,593,20.479998994618654,16.049999833106995,51,17
6663,101146792,-1,437,-19.399999110028148,4.110000075772405,54,20
6663,107216868,3,357,22.629999224096537,8.22999992966652,38,12
6663,108675029,-1,370,-3.5000003073364496,18.85000018030405,55,15
6663,115168310,4,784,29.19999917037785,24.269999772310257,53,27
6663,115671435,1,583,18.930000007152557,7.72000053524971,52,23
6663,127734145,-1,408,64.88000030256808,34.92000040784478,50,18
6663,130603272,3,680,52.76000111177564,17.589999988675117,54,19
6663,131522987,-1,268,29.94999977760017,13.449999958276749,39,17
6663,136345931,-1,389,42.719999730587006,19.529999911785126,46,13
6663,137876111,-1,465,43.19000077433884,18.230000659823418,36,14
6663,145148917,1,977,69.04999990947545,27.290000021457672,57,25
6663,152759520,-1,196,0.4300014600157738,2.930000126361847,36,12
6663,155951413,5,485,59.049999702721834,27.529999919235706,61,22
6663,161114394,-1,126,25.06000015884638,12.410000205039978,33,8
6663,161443282,-1,306,16.77000042051077,9.159999929368496,38,12
6663,165329036,-1,467,51.019999746233225,33.099999986588955,57,16
6663,169608593,-1,399,52.79000071436167,27.69000005722046,44,15
6663,171173808,-1,259,8.59000001102686,10.969999991357327,41,12
6663,172674754,-1,181,33.360000513494015,10.240000143647194,38,15
6663,172737111,-1,143,23.969999559223652,9.339999571442604,32,7
6663,176093204,-1,198,33.299999203532934,13.379999976605177,39,8
6663,176556531,-1,246,36.469999589025974,16.389999628067017,39,11
6663,184509065,-1,198,59.900000017136335,18.519999891519547,34,10
6663,193049093,-1,226,19.369999637827277,8.980000019073486,44,13
6663,195061777,-1,627,-9.83000018633902,8.700000056996942,50,24
6663,201166586,1,792,37.78999982587993,18.619999919086695,74,34
6663,206633992,-1,530,38.03000010922551,13.670000616461039,51,19
6663,207582162,5,705,94.04000103473663,43.740000404417515,50,21
6663,211299525,-1,348,56.51000005379319,19.140000130981207,47,14
6663,212652763,-1,290,4.650000307708979,10.740000009536743,36,11
6663,226565859,-1,233,71.89999975450337,22.519999912008643,39,13
6663,228735298,-1,253,28.350000144913793,18.670000076293945,31,9
6663,229117881,-1,480,14.650000061839819,13.620000053197145,48,17
6663,233159151,5,853,110.42999946884811,70.45999912172556,52,21
6663,233402118,-1,517,59.30999994650483,23.81000018119812,53,19
6663,252198269,-1,395,77.81999984197319,30.68000005930662,40,11
6663,255421050,-1,208,47.91999996826053,31.44000005722046,38,9
